Unsorted Index,Domain,Total Tokens,URL Appearances,Assign to [Name],Website Issue,User Content,Website Description,Content Domain I,Content Domain II,Content Domain III,Content Domain (other),Type of service,Type of service (Other),Sensitive content: Nudity,Sensitive content: Pornography,Sensitive content: Drugs,Sensitive content: Violence,Sensitive content: Illegal Activities,Sensitive content: Hate Speech
283223,bmchealthservres.biomedcentral.com,4807082,1019,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
54263,www.runnersworld.com,4805544,7691,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
69375,list.ly,4805199,14583,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
99737,www.greentechmedia.com,4800136,7203,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4267,www.sheknows.com,4799494,11455,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3208,community.hsn.com,4797741,21963,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
65173,blogs.mprnews.org,4795941,8518,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4837,www.stabroeknews.com,4792507,9968,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
86029,www.realclimate.org,4789371,1078,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3677,forums.windowscentral.com,4786708,16640,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
66804,www.asmscience.org,4786678,2255,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
218580,www.mrpottyrental.com,4781319,4850,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
502273,gssq.blogspot.com,4780355,882,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4543,forums.golfwrx.com,4777902,5391,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
592,www.birminghampost.co.uk,4777364,11369,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
171040,bareactslive.com,4776171,1834,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
8516,www.irrawaddy.com,4774036,8628,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
81707,www.halfbakery.com,4773022,9224,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
13161,movieweb.com,4770846,11837,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
56441,forum.cosmoquest.org,4766206,5053,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
24628,cornellsun.com,4765968,7901,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4250,clarity.fm,4763724,12902,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
385638,molecular-cancer.biomedcentral.com,4763157,903,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4135,articles.herald-mail.com,4761837,11006,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
893,job-descriptions.mightyrecruiter.com,4760984,3683,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
65676,www.sitepoint.com,4758661,5325,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
12499,www.healthcanal.com,4757294,10934,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
123089,bellacaledonia.org.uk,4755656,1933,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
14013,www.booksie.com,4753951,7414,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
40318,forza-fiume.com,4750778,605,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1391565,timelines.ws,4750358,435,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
35297,www.trustedreviews.com,4747894,10643,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
163297,www.in-fisherman.com,4744217,3056,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
38292,forums.sherdog.com,4743464,11076,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
50987,www.royalroad.com,4739241,1832,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
46902,www.juancole.com,4738711,8073,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
14276,spark.adobe.com,4735240,8147,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
391325,lawnbowlscentral.com,4733491,645,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
22961,www.summitdaily.com,4729531,9794,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
16054,www.thelocal.fr,4728235,11486,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
360880,oll.libertyfund.org,4726067,1821,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
20794,cheapautoinsuranceonline.org,4725356,5935,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
19818,sbcvoices.com,4724408,1353,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1238,clemsontigers.com,4720163,11066,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
179795,www.politifact.com,4717395,7343,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
47392,www.conceptart.org,4716177,7973,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
44291,www.igi-global.com,4716076,9279,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
50216,www.marxist.com,4715617,2256,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
89502,www.oneword.com,4713573,5988,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
76883,warwick.ac.uk,4709453,11577,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4590,gulfnews.com,4709201,10983,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
27003,www.washingtonian.com,4706076,9069,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4722,www.digitalspy.com,4705871,17803,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
51664,www.hulldailymail.co.uk,4704357,11029,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
23698,www.dailyrecord.co.uk,4701562,11126,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10660,www.marketbeat.com,4697755,6027,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
13205,www.healthcentral.com,4695225,9411,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
8760,gist.github.com,4688242,11308,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5562,itch.io,4685759,21498,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
166,www.theepochtimes.com,4680427,8987,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
88342,www.hockeysfuture.com,4675320,4322,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
46711,missliterati.com,4675235,5024,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
74184,www.topspeed.com,4674648,5530,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
14302,catholicphilly.com,4671135,10232,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
904,www.today.com,4670992,11586,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
12184,www.cleanproguttercleaning.com,4669085,3209,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
27609,mcb.asm.org,4667459,1022,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
30263,spectator.sme.sk,4666441,11205,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
16307,wagwalking.com,4665614,7008,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
20795,www.prospectmagazine.co.uk,4664936,4082,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
16600,www.mckinsey.com,4662741,4449,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
65612,www.tellyupdates.com,4662317,5173,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10171,www.cyclingweekly.com,4661167,11674,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
20483,postmates.com,4660223,10479,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
67819,www.amazon.com.au,4659993,8663,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
44948,newsbeezer.com,4659717,9352,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
36907,www.govtrack.us,4659444,15116,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
21501,www.goal.com,4654690,12022,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
50504,washingtonmonthly.com,4650203,10316,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
50440,thenationonlineng.net,4649551,9807,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5132,jraeo.com,4648374,5990,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
25039,www.audible.ca,4648012,6587,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
84022,globicate.com,4644256,5927,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
24202,www.livecareer.com,4644108,19974,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
123813,www.speedhunters.com,4643638,2765,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
286116,www.crazydaysandnights.net,4639700,3742,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
185937,ideal-cut-diamond.net,4639332,4916,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
79640,christiezdenek.comli.com,4636503,2775,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
102595,www.ilga.gov,4625638,4928,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
15411,www.seomoves.co.uk,4618103,5908,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
39838,dearauthor.com,4614827,2122,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
427371,www.fertilityiq.com,4606409,1664,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
20509,www.eco-business.com,4603872,9039,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
445220,biotechnologyforbiofuels.biomedcentral.com,4603622,789,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
21672,www.sermonindex.net,4601412,5072,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
124114,digitallyobsessed.com,4599987,4444,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
52442,www.biomedsearch.com,4598653,11826,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
25586,www.wsws.org,4598548,4262,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
463071,captainawkward.com,4598134,522,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
95215,www.palestinechronicle.com,4597800,7583,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
57808,www.nbcsports.com,4594600,8107,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
20635,www.webstagram.biz,4592419,10328,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
85928,www.accessgenealogy.com,4591794,5666,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
130405,www.highya.com,4589605,4256,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
438101,www.irunfar.com,4588099,2695,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
43716,www.maplandia.com,4586699,11645,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
331461,malariajournal.biomedcentral.com,4586016,1069,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
41085,owlcation.com,4584192,2191,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
49377,www.all-creatures.org,4583788,9198,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
24699,quillette.com,4582301,664,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
35708,socialistworker.co.uk,4576937,10475,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
16575,thegreenfrog.org,4576482,271,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
14058,www.thespruceeats.com,4575494,10613,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
67538,www.unigo.com,4573259,6360,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
32044,taxguru.in,4566371,4477,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
14463,www.gigsalad.com,4565501,18591,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
243669,sortedbybirthdate.com,4564892,1361,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
62168,www.responsibletravel.com,4564882,6704,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
16829,essaysprofessors.com,4562982,4041,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
243886,mfmultiply.forumotion.com,4560594,1275,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
61269,www.hwalibrary.com,4560451,2470,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
13972,www.hunker.com,4560433,11366,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1027178,accordingtohoyt.com,4559704,528,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
16722,off-guardian.org,4558645,1531,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
395683,www.algen.com,4557768,391,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
682145,www.smoking-mirrors.com,4557221,866,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
169827,www.pinkbike.com,4555849,3497,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
35179,homeownersinsuranceonline.net,4555682,5941,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
97187,www.derbytelegraph.co.uk,4554228,10784,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
26666,www.thenigerianvoice.com,4553743,7539,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10359,cfpub.epa.gov,4552656,15719,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
299594,ebook8.pdfmedia.co,4551853,1743,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1190234,inventinginteractive.com,4549309,609,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
49828,www.sacred-texts.com,4546829,2810,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
63350,original.antiwar.com,4546568,4641,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
451113,www.arda.kz,4543482,2187,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
159638,thefederalist.com,4535893,5940,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
57269,www.registerguard.com,4535442,8960,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
165337,www.bogleheads.org,4534293,2460,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
14522,noisey.vice.com,4533519,6373,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
31943,sites.rootsweb.com,4533089,3761,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
891205,sftv.org,4523426,393,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
298525,www.shousetsubangbang.com,4522782,965,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
28791,www.housepricecrash.co.uk,4522426,5686,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
178213,www.holyspiritspeaks.org,4522159,2311,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
23258,www.reddeeradvocate.com,4521735,10974,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
54060,fasqu.com,4521600,4469,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1573,freia.jp,4521385,4396,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
134512,ichthys.com,4519217,593,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1070262,theoildrum.com,4518068,453,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
88310,www.journalofaccountancy.com,4517817,6418,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
36425,school-fix-news.info,4514561,3095,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2843,www.rockpapershotgun.com,4509410,8176,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
101403,www.spiegel.de,4505560,3478,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
64929,homeinsurance4cheap.net,4505375,5962,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
81748,trialsjournal.biomedcentral.com,4502194,1253,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
88425,www.gameskinny.com,4501763,5701,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
98855,content.time.com,4499968,10796,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
36729,www.jacksonville.com,4499337,9354,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
114173,metaglossary.com,4498184,5435,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
371201,www.sociopathworld.com,4496066,1083,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
175576,www.gamerswithjobs.com,4495208,2962,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7477,www.stokesentinel.co.uk,4492495,10890,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
97458,www.texas-statutes.com,4489455,2569,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
294205,marginalrevolution.com,4489018,1334,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
83990,www.mja.com.au,4487661,4133,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
88520,www.healthboards.com,4487608,5487,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
59138,www.themoscowtimes.com,4486468,9859,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
68559,www.leg.state.fl.us,4486342,5901,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
179716,beta.parliament.scot,4486168,4530,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
250852,fujikawabonsaischool.com,4484516,1618,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
15221,www.greeleytribune.com,4482583,10928,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
241502,oklavoters.com,4482140,2023,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
13908,study.com,4480576,8353,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
114282,www.oxfordbibliographies.com,4478750,4545,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
70902,thno.org,4477671,1158,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
43857,www.efilmcritic.com,4477066,4839,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
61987,www.thinkadvisor.com,4476142,8191,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
49021,semantic.gs,4474474,5493,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
100719,adb.anu.edu.au,4474397,5271,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
60577,bikeportland.org,4474114,1692,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
52773,www.tes.com,4473913,13616,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
11201,www.greenspun.com,4473067,12162,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
97532,www.myantispyware.com,4464165,2874,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
167360,lw2.issarice.com,4463605,1363,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10920,www.vipfaq.com,4461635,5955,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
135417,www.pymnts.com,4458959,10738,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
22507,www.cheatsheet.com,4454205,7426,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
33110,www.oilandgas360.com,4453854,6716,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
34769,www.budgetsaresexy.com,4451844,1658,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
30898,www.smartertravel.com,4450728,8175,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
43256,ancips2018ranchi.com,4449908,5279,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
57127,www.huffingtonpost.in,4449714,8533,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
79533,www.boloji.com,4448662,4115,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2950,forum.solidworks.com,4446380,13185,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
55293,www.ipsnews.net,4445988,5901,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
261766,www.rd.com,4445565,6976,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
888,www.shutterstock.com,4444573,40745,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
57868,hqlo.biomedcentral.com,4438154,1059,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
15518,community.spiceworks.com,4436794,13016,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3395,www.gwhatchet.com,4433587,9416,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
95938,www.wisdomjobs.com,4432689,4344,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
36732,www.irishexaminer.com,4432120,8726,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
54396,dev.to,4431999,6763,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
670853,www.ukpol.co.uk,4429093,1856,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
36347,www.producthunt.com,4427803,18505,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
45177,www.cliffsnotes.com,4426554,6434,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2107,quizlet.com,4425902,7237,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
509795,markrathbun.blog,4424710,512,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
42243,www.mu-43.com,4423560,10638,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
429273,www.nifty.org,4420346,709,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
18262,www.abqjournal.com,4413875,8594,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
40483,www.frommers.com,4409704,11625,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4227,pamplinmedia.com,4405548,7845,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
198642,www.preceptaustin.org,4404839,561,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
185907,www.babygaga.com,4404003,2999,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
